"","Run","Age","Assay.Type","AssemblyName","AvgSpotLen","Bases","Biomaterial_provider","BioProject","BioSample","BioSampleModel","Bytes","Cell_Line","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","disease","disease_stage","Ethnicity","Experiment","Instrument","isolate","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","Sample.Name","sample_type","sex","SRA.Study","tissue"
"429","SRR8615480",NA,"RNA-Seq","GCA_000001405.13",202,19077068668,"Academic Lab","PRJNA523380","SAMN10988255","Human",10219189435,"L3.3","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","metastasis","African_american","SRX5414273","Illumina HiSeq 2500","cell line","RNASeq-L33_PANCREAS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","L33_PANCREAS","cell culture",NA,"SRP186687","pancreas"
"430","SRR8615481",58,"RNA-Seq","GCA_000001405.13",202,15189253852,"DSMZ:KYSE-520","PRJNA523380","SAMN10987932","Human",7161953755,"KYSE-520","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","Asian","SRX5414272","Illumina HiSeq 2500","cell line","RNASeq-KYSE520_OESOPHAGUS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","KYSE520_OESOPHAGUS","cell culture","female","SRP186687","oesophagus"
"431","SRR8615482",77,"RNA-Seq","GCA_000001405.13",202,15880071834,"DSMZ:KYSE-70","PRJNA523380","SAMN10988277","Human",7483256225,"KYSE-70","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","Asian","SRX5414271","Illumina HiSeq 2500","cell line","RNASeq-KYSE70_OESOPHAGUS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","KYSE70_OESOPHAGUS","cell culture","male","SRP186687","oesophagus"
"432","SRR8615484",NA,"RNA-Seq","GCA_000001405.13",202,16625606768,NA,"PRJNA523380","SAMN10988422","Human",8972531697,"JH-EsoAd1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (barrett_associated_adenocarcinoma)",NA,NA,"SRX5414269","Illumina HiSeq 2500","cell line","RNASeq-JHESOAD1_OESOPHAGUS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","JHESOAD1_OESOPHAGUS","cell culture","male","SRP186687","oesophagus"
"433","SRR8615485",36,"RNA-Seq","GCA_000001405.13",202,17752844538,"DSMZ:L-363","PRJNA523380","SAMN10988577","Human",9497868259,"L-363","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (plasma_cell_myeloma)","primary","Caucasian","SRX5414268","Illumina HiSeq 2500","cell line","RNASeq-L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"434","SRR8615486",37,"RNA-Seq","GCA_000001405.13",202,15190318392,"DSMZ:L-428","PRJNA523380","SAMN10988569","Human",7170087913,"L-428","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (Hodgkin_lymphoma)","metastasis","Caucasian","SRX5414267","Illumina HiSeq 2500","cell line","RNASeq-L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"435","SRR8615487",71,"RNA-Seq","GCA_000001405.13",202,13587778056,"GNF","PRJNA523380","SAMN10988152","Human",6646271135,"IST-MES2","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","mesothelioma","metastasis","Caucasian","SRX5414266","Illumina HiSeq 2500","cell line","RNASeq-ISTMES2_PLEURA","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","ISTMES2_PLEURA","cell culture","male","SRP186687","pleura"
"436","SRR8615488",70,"RNA-Seq","GCA_000001405.13",202,15566240190,"GNF","PRJNA523380","SAMN10987671","Human",7792990291,"IST-MES1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","mesothelioma","primary","Caucasian","SRX5414265","Illumina HiSeq 2500","cell line","RNASeq-ISTMES1_PLEURA","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","ISTMES1_PLEURA","cell culture","female","SRP186687","pleura"
"437","SRR8615489",78,"RNA-Seq","GCA_000001405.13",202,18319547660,NA,"PRJNA523380","SAMN10988454","Human",9001532272,"JeKo-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (mantle_cell_lymphoma)","primary","Asian","SRX5414264","Illumina HiSeq 2500","cell line","RNASeq-JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"438","SRR8615490",58,"RNA-Seq","GCA_000001405.13",202,16759829708,"ATCC:J82","PRJNA523380","SAMN10987788","Human",8213128763,"J82","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (transitional_cell_carcinoma)","primary","Caucasian","SRX5414263","Illumina HiSeq 2500","cell line","RNASeq-J82_URINARY_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","J82_URINARY_TRACT","cell culture","male","SRP186687","urinary_tract"
"439","SRR8615491",NA,"RNA-Seq","GCA_000001405.13",202,17334818466,NA,"PRJNA523380","SAMN10988414","Human",9255831692,"IOMM-Lee","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","meningioma",NA,"Asian","SRX5414262","Illumina HiSeq 2500","cell line","RNASeq-IOMMLEE_CENTRAL_NERVOUS_SYSTEM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","IOMMLEE_CENTRAL_NERVOUS_SYSTEM","cell culture",NA,"SRP186687","central_nervous_system"
"440","SRR8615492",NA,"RNA-Seq","GCA_000001405.13",202,15976377354,NA,"PRJNA523380","SAMN10989605","Human",8545199610,"INA-6","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,"SRX5414261","Illumina HiSeq 2500","cell line","RNASeq-INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture",NA,"SRP186687","haematopoietic_and_lymphoid_tissue"
"441","SRR8615493",39,"RNA-Seq","GCA_000001405.13",202,18186692664,NA,"PRJNA523380","SAMN10988025","Human",9026381074,"Ishikawa (Heraklio) 02 ER-","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Asian","SRX5414260","Illumina HiSeq 2500","cell line","RNASeq-ISHIKAWAHERAKLIO02ER_ENDOMETRIUM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","ISHIKAWAHERAKLIO02ER_ENDOMETRIUM","cell culture","female","SRP186687","endometrium"
"442","SRR8615494",64,"RNA-Seq","GCA_000001405.13",202,12162550694,"DSMZ:IPC-298","PRJNA523380","SAMN10988211","Human",6106759610,"IPC-298","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","malignant_melanoma","primary","Caucasian","SRX5414259","Illumina HiSeq 2500","cell line","RNASeq-IPC298_SKIN","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","IPC298_SKIN","cell culture","female","SRP186687","skin"
"443","SRR8615495",NA,"RNA-Seq","GCA_000001405.13",202,34906883912,NA,"PRJNA523380","SAMN10987913","Human",18595334368,"NCI-N87","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","metastasis","African_american","SRX5414258","Illumina HiSeq 2500","cell line","RNASeq-NCIN87_STOMACH","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIN87_STOMACH","cell culture","male","SRP186687","stomach"
"444","SRR8615496",NA,"RNA-Seq","GCA_000001405.13",202,17308177494,NA,"PRJNA523380","SAMN10989585","Human",9285947673,"SKNO-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia)",NA,"Asian","SRX5414257","Illumina HiSeq 2500","cell line","RNASeq-SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture",NA,"SRP186687","haematopoietic_and_lymphoid_tissue"
"445","SRR8615497",14,"RNA-Seq","GCA_000001405.13",202,21584705758,"ATCC:SK-N-MC","PRJNA523380","SAMN10987896","Human",11599077139,"SK-N-MC","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","metastasis","Caucasian","SRX5414256","Illumina HiSeq 2500","cell line","RNASeq-SKNMC_BONE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SKNMC_BONE","cell culture","female","SRP186687","bone"
"446","SRR8615498",62,"RNA-Seq","GCA_000001405.13",202,23347527236,NA,"PRJNA523380","SAMN10988115","Human",12351455827,"NCI-H929","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (plasma_cell_myeloma)","metastasis","Caucasian","SRX5414255","Illumina HiSeq 2500","cell line","RNASeq-NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"447","SRR8615499",NA,"RNA-Seq","GCA_000001405.13",202,12618949494,NA,"PRJNA523380","SAMN10989620","Human",5775185200,"SKNEP1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,"SRX5414254","Illumina HiSeq 2500","cell line","RNASeq-SKNEP1_BONE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SKNEP1_BONE","cell culture",NA,"SRP186687","bone"
"448","SRR8615500",67,"RNA-Seq","GCA_000001405.13",202,15606307900,"GNF","PRJNA523380","SAMN10988378","Human",7862946125,"KYSE-510","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","Asian","SRX5414253","Illumina HiSeq 2500","cell line","RNASeq-KYSE510_OESOPHAGUS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","KYSE510_OESOPHAGUS","cell culture","female","SRP186687","oesophagus"
"449","SRR8615501",2.166667,"RNA-Seq","GCA_000001405.13",202,21468270534,"GNF","PRJNA523380","SAMN10988136","Human",11589607103,"SK-N-BE(2)","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","neuroblastoma","metastasis","Caucasian","SRX5414252","Illumina HiSeq 2500","cell line","RNASeq-SKNBE2_AUTONOMIC_GANGLIA","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SKNBE2_AUTONOMIC_GANGLIA","cell culture","male","SRP186687","autonomic_ganglia"
"450","SRR8615502",6,"RNA-Seq","GCA_000001405.13",202,21223520062,"ATCC:SK-N-AS","PRJNA523380","SAMN10987940","Human",11426798735,"SK-N-AS","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","neuroblastoma","primary","Caucasian","SRX5414251","Illumina HiSeq 2500","cell line","RNASeq-SKNAS_AUTONOMIC_GANGLIA","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SKNAS_AUTONOMIC_GANGLIA","cell culture","female","SRP186687","autonomic_ganglia"
"451","SRR8615503",54,"RNA-Seq","GCA_000001405.13",202,18402175356,"DSMZ:SK-MM-2","PRJNA523380","SAMN10988476","Human",9246414098,"SK-MM-2","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (plasma_cell_myeloma)","primary","Caucasian","SRX5414250","Illumina HiSeq 2500","cell line","RNASeq-SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"452","SRR8615504",82,"RNA-Seq","GCA_000001405.13",198,10017528298,"NIBRI","PRJNA523380","SAMN10988325","Human",4685215808,"SW48","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Caucasian","SRX5414249","Illumina HiSeq 2500","cell line","RNASeq-SW48_LARGE_INTESTINE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SW48_LARGE_INTESTINE","cell culture","female","SRP186687","large_intestine"
"453","SRR8615506",4,"RNA-Seq","GCA_000001405.13",202,17167265122,"ATCC:SK-N-SH","PRJNA523380","SAMN10987849","Human",7868653978,"SK-N-SH","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","neuroblastoma","metastasis","Caucasian","SRX5414247","Illumina HiSeq 2500","cell line","RNASeq-SKNSH_AUTONOMIC_GANGLIA","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SKNSH_AUTONOMIC_GANGLIA","cell culture","female","SRP186687","autonomic_ganglia"
"454","SRR8615507",54,"RNA-Seq","GCA_000001405.13",202,15045172504,"NIBRI","PRJNA523380","SAMN10988200","Human",7866014956,"Caov-3","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Caucasian","SRX5414246","Illumina HiSeq 2500","cell line","RNASeq-CAOV3_OVARY","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CAOV3_OVARY","cell culture","female","SRP186687","ovary"
"455","SRR8615508",45,"RNA-Seq","GCA_000001405.13",202,21608072714,NA,"PRJNA523380","SAMN10987815","Human",11568516098,"Caov-4","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","metastasis","Caucasian","SRX5414245","Illumina HiSeq 2500","cell line","RNASeq-CAOV4_OVARY","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CAOV4_OVARY","cell culture","female","SRP186687","ovary"
"456","SRR8615509",27,"RNA-Seq","GCA_000001405.13",202,20421075264,"DSMZ:OCI-LY-19","PRJNA523380","SAMN10988474","Human",10851370590,"OCI-LY-19","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)","primary","Caucasian","SRX5414244","Illumina HiSeq 2500","cell line","RNASeq-OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"457","SRR8615510",77,"RNA-Seq","GCA_000001405.13",202,17605214858,"DSMZ:OCI-AML5","PRJNA523380","SAMN10988502","Human",8840019091,"OCI-AML5","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M4)","primary","Caucasian","SRX5414243","Illumina HiSeq 2500","cell line","RNASeq-OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"458","SRR8615511",59,"RNA-Seq","GCA_000001405.13",202,18299975476,"GNF","PRJNA523380","SAMN10987615","Human",9050642134,"KYSE-450","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","Asian","SRX5414242","Illumina HiSeq 2500","cell line","RNASeq-KYSE450_OESOPHAGUS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","KYSE450_OESOPHAGUS","cell culture","male","SRP186687","oesophagus"
"459","SRR8615512",65,"RNA-Seq","GCA_000001405.13",202,18580886978,"DSMZ:OCI-AML2","PRJNA523380","SAMN10988499","Human",9894008135,"OCI-AML2","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M4)","primary","Caucasian","SRX5414241","Illumina HiSeq 2500","cell line","RNASeq-OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"460","SRR8615513",39,"RNA-Seq","GCA_000001405.13",202,17455006244,"ICLC","PRJNA523380","SAMN10988194","Human",8774739090,"OC 314","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (serous_carcinoma)","metastasis","Caucasian","SRX5414240","Illumina HiSeq 2500","cell line","RNASeq-OC314_OVARY","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","OC314_OVARY","cell culture","female","SRP186687","ovary"
"461","SRR8615514",NA,"RNA-Seq","GCA_000001405.13",202,20120711970,"ECACC:OAW42","PRJNA523380","SAMN10988015","Human",10704988669,"OAW42","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","metastasis","Caucasian","SRX5414239","Illumina HiSeq 2500","cell line","RNASeq-OAW42_OVARY","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","OAW42_OVARY","cell culture","female","SRP186687","ovary"
"462","SRR8615515",62,"RNA-Seq","GCA_000001405.13",202,19138886122,"HSRRB","PRJNA523380","SAMN10988555","Human",9427433378,"MKN-45","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (diffuse_adenocarcinoma)","metastasis","Asian","SRX5414238","Illumina HiSeq 2500","cell line","RNASeq-MKN45_STOMACH","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MKN45_STOMACH","cell culture","female","SRP186687","stomach"
"463","SRR8615516",37,"RNA-Seq","GCA_000001405.13",202,18549219640,"HSSRB","PRJNA523380","SAMN10987828","Human",9203515580,"MKN74","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (tubular_adenocarcinoma)","metastasis","Asian","SRX5414237","Illumina HiSeq 2500","cell line","RNASeq-MKN74_STOMACH","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MKN74_STOMACH","cell culture","male","SRP186687","stomach"
"464","SRR8615517",50,"RNA-Seq","GCA_000001405.13",202,23964865496,"NIBRI","PRJNA523380","SAMN10987950","Human",12757303516,"MJ","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (mycosis_fungoides-Sezary_syndrome)","primary","Caucasian","SRX5414236","Illumina HiSeq 2500","cell line","RNASeq-MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"465","SRR8615518",72,"RNA-Seq","GCA_000001405.13",202,20851476462,"HSSRB","PRJNA523380","SAMN10987827","Human",11015581026,"MKN1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (mixed_adenosquamous_carcinoma)","metastasis","Asian","SRX5414235","Illumina HiSeq 2500","cell line","RNASeq-MKN1_STOMACH","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MKN1_STOMACH","cell culture","male","SRP186687","stomach"
"466","SRR8615519",65,"RNA-Seq","GCA_000001405.13",202,16945255204,"NIBRI","PRJNA523380","SAMN10988205","Human",8968138771,"MIA PaCa-2","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (ductal_carcinoma)","primary","Caucasian","SRX5414234","Illumina HiSeq 2500","cell line","RNASeq-MIAPACA2_PANCREAS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MIAPACA2_PANCREAS","cell culture","male","SRP186687","pancreas"
"467","SRR8615520",64,"RNA-Seq","GCA_000001405.13",202,23732755376,"GNF","PRJNA523380","SAMN10988480","Human",12478064726,"Mino","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (mantle_cell_lymphoma)","primary","Caucasian","SRX5414233","Illumina HiSeq 2500","cell line","RNASeq-MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"468","SRR8615521",12,"RNA-Seq","GCA_000001405.13",202,20773700200,"DSMZ:MHH-ES-1","PRJNA523380","SAMN10988548","Human",10961032751,"MHH-ES-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","metastasis","Caucasian","SRX5414232","Illumina HiSeq 2500","cell line","RNASeq-MHHES1_BONE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MHHES1_BONE","cell culture","male","SRP186687","bone"
"469","SRR8615522",4,"RNA-Seq","GCA_000001405.13",202,20956381324,"DSMZ:MHH-NB-11","PRJNA523380","SAMN10988427","Human",11071908304,"MHH-NB-11","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","neuroblastoma","metastasis","Caucasian","SRX5414231","Illumina HiSeq 2500","cell line","RNASeq-MHHNB11_AUTONOMIC_GANGLIA","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MHHNB11_AUTONOMIC_GANGLIA","cell culture","male","SRP186687","autonomic_ganglia"
"470","SRR8615524",10,"RNA-Seq","GCA_000001405.13",202,15622277212,"DSMZ:MHH-CALL-4","PRJNA523380","SAMN10988510","Human",8313643615,"MHH-CALL-4","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia)","primary","Caucasian","SRX5414229","Illumina HiSeq 2500","cell line","RNASeq-MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"471","SRR8615525",60,"RNA-Seq","GCA_000001405.13",202,21830836092,"KCLB:SNU-1076","PRJNA523380","SAMN10988066","Human",11768990885,"SNU-1076","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","Asian","SRX5414228","Illumina HiSeq 2500","cell line","RNASeq-SNU1076_UPPER_AERODIGESTIVE_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU1076_UPPER_AERODIGESTIVE_TRACT","cell culture","male","SRP186687","upper_aerodigestive_tract"
"472","SRR8615526",1.166667,"RNA-Seq","GCA_000001405.13",202,20409543892,"DSMZ:CHP-126","PRJNA523380","SAMN10988481","Human",11448937461,"CHP-126","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","neuroblastoma","primary","Caucasian","SRX5414227","Illumina HiSeq 2500","cell line","RNASeq-CHP126_AUTONOMIC_GANGLIA","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CHP126_AUTONOMIC_GANGLIA","cell culture","female","SRP186687","autonomic_ganglia"
